Tags	OwnerReputation	OwnerId	OwnerUserType	OwnerAcceptRate	OwnerProfileImage	OwnerDisplayName	OwnerLink	IsAnswered	ViewCount	AcceptedAnswerId	AnswerCount	Score	LastActivityDate	CreationDate	LastEditDate	PostId	ParentId	Link	Title	PostTypeID
python;python-3.x;pandas	321	5092352	registered		https://www.gravatar.com/avatar/87f930ab44107d01e5cf8b57654997cf?s=128&d=identicon&r=PG&f=1	Mighty	https://stackoverflow.com/users/5092352/mighty	TRUE	53	59138006	2	2	1575441512	1575285809	1575441282	59137920		https://stackoverflow.com/questions/59137920/return-a-list-of-column-names-as-new-column-based-on-a-condition-in-pandas	Return a list of column names as new column based on a condition in pandas	1
python;python-3.x;pandas	1	12401745	registered		https://lh3.googleusercontent.com/a-/AAuE7mCkcCrAkXeEVkPJGSteci5hiazuvCpHR6wkdmhp=k-s128	user12401745	https://stackoverflow.com/users/12401745/user12401745	FALSE	32		0	-1	1575438024	1575436856	1575438024	59169398		https://stackoverflow.com/questions/59169398/python-in-statement-return-false-for	python &#39;in&#39; statement return false for	1
python;python-3.x;pandas	197	9538252	registered		https://www.gravatar.com/avatar/555f00012b2fb6980a5676bd9c86b96a?s=128&d=identicon&r=PG&f=1	ByRequest	https://stackoverflow.com/users/9538252/byrequest	TRUE	19	59165771	1	1	1575409195	1575408913		59165706		https://stackoverflow.com/questions/59165706/display-multiple-columns-in-pandas-dataframe-but-group-by-and-count-only-one	"Display multiple columns in Pandas Dataframe, but group by and count only one"	1
python;python-3.x;pandas	259	5966402	registered	80	https://www.gravatar.com/avatar/0bcdfead1dec242914dbcfc97c13f2b8?s=128&d=identicon&r=PG&f=1	vkc	https://stackoverflow.com/users/5966402/vkc	FALSE	16		0	0	1575393126	1575391909	1575393126	59161827		https://stackoverflow.com/questions/59161827/error-in-pandas-styler-set-properties-with-styler-to-excel	Error in Pandas Styler.set_properties() with Styler.to_excel()	1
python;python-3.x;pandas	1	11828422	registered		https://lh6.googleusercontent.com/-l8iCZ2XeAwQ/AAAAAAAAAAI/AAAAAAAAWJU/BjySKNWRrIk/photo.jpg?sz=128	Mehul Jain	https://stackoverflow.com/users/11828422/mehul-jain	FALSE	11		0	0	1575374383	1575374383		59156627		https://stackoverflow.com/questions/59156627/merge-two-csv-and-append-their-names-in-first-column	Merge two CSV and append their names in First Column	1
python;python-3.x;pandas	9	12289180	registered		https://www.gravatar.com/avatar/f283a4b75ef76a98da927fe0c588af51?s=128&d=identicon&r=PG&f=1	lucas fernandes	https://stackoverflow.com/users/12289180/lucas-fernandes	FALSE	44		0	0	1575349503	1575349094	1575349503	59150404		https://stackoverflow.com/questions/59150404/how-to-change-str-from-a-list-to-integer	How to change str from a list to integer?	1
python;python-3.x;pandas	9	12289180	registered		https://www.gravatar.com/avatar/f283a4b75ef76a98da927fe0c588af51?s=128&d=identicon&r=PG&f=1	lucas fernandes	https://stackoverflow.com/users/12289180/lucas-fernandes	TRUE	29	59146545	2	0	1575320299	1575319817	1575320299	59146466		https://stackoverflow.com/questions/59146466/how-to-print-one-row-based-on-the-date-with-python-pandas	How to print one row based on the date with python pandas?	1
python;python-3.x;pandas	1733	666130	registered	83	https://www.gravatar.com/avatar/737423db0bb92afe67867d54a282c90b?s=128&d=identicon&r=PG	staticdev	https://stackoverflow.com/users/666130/staticdev	FALSE	49		1	0	1575306190	1575305116	1575305715	59143275		https://stackoverflow.com/questions/59143275/how-to-have-float-format-with-comma-as-a-decimal-separator-in-python-pandas	How to have float format with comma as a decimal separator in Python Pandas?	1
python;python-3.x;pandas	1311	7498328	registered	92	https://www.gravatar.com/avatar/1c2dd368382879485b3e6b60a0c3ba65?s=128&d=identicon&r=PG&f=1	user321627	https://stackoverflow.com/users/7498328/user321627	TRUE	30		1	1	1575252230	1575251665		59131701		https://stackoverflow.com/questions/59131701/python-pandas-dataframe-with-lists-elements-reports-wrong-type-when-calling-in	Python Pandas Dataframe with lists elements reports wrong type when calling `.info()`?	1
python;python-3.x;pandas	9	12289180	registered		https://www.gravatar.com/avatar/f283a4b75ef76a98da927fe0c588af51?s=128&d=identicon&r=PG&f=1	lucas fernandes	https://stackoverflow.com/users/12289180/lucas-fernandes	TRUE	46	59129104	1	0	1575228219	1575226095	1575226880	59128789		https://stackoverflow.com/questions/59128789/how-to-show-just-one-line-of-the-csv-from-the-user-input	How To show Just one line of the csv from the user input	1
python;python-3.x;pandas	320	12275675	registered		https://lh5.googleusercontent.com/-YlJshnI-vfo/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdxboctGut4MxRQRfvxW5BBZITeSw/photo.jpg?sz=128	new coder	https://stackoverflow.com/users/12275675/new-coder	TRUE	33	59128115	1	0	1575223909	1575218126	1575223909	59127614		https://stackoverflow.com/questions/59127614/pandas-data-disappearing-when-adding-missing-dates	Pandas data disappearing when adding missing dates	1
python;python-3.x;pandas	3	12462059	registered		https://www.gravatar.com/avatar/4d915ae41498b2a8f39c0af63c1c74ae?s=128&d=identicon&r=PG&f=1	Kokopas	https://stackoverflow.com/users/12462059/kokopas	TRUE	35	59121296	1	0	1575159105	1575156835	1575159105	59121247		https://stackoverflow.com/questions/59121247/python-pandas-doing-loop-for-every-file-in-directory	Python Pandas: Doing loop for every file in directory	1
python;python-3.x;pandas	15	10952764	registered		https://lh4.googleusercontent.com/-reGovYR9gVg/AAAAAAAAAAI/AAAAAAAABWk/spcetaSWCeY/photo.jpg?sz=128	Jerry Contreras	https://stackoverflow.com/users/10952764/jerry-contreras	FALSE	38		0	0	1575141553	1575133807	1575141553	59118418		https://stackoverflow.com/questions/59118418/how-replace-all-the-none-into-null-markers-in-python-dataframe	How replace all the None into Null markers in python Dataframe	1
python;python-3.x;pandas	136	11956484	registered		https://www.gravatar.com/avatar/4639a1db9ab445316f6194434a152973?s=128&d=identicon&r=PG&f=1	Gingerhaze	https://stackoverflow.com/users/11956484/gingerhaze	TRUE	34	59108807	2	1	1575053128	1575047046	1575051344	59108736		https://stackoverflow.com/questions/59108736/replace-values-based-on-column-of-column-names	Replace values based on column of column names	1
python;python-3.x;pandas	13	7533983	registered		https://graph.facebook.com/10154053109295146/picture?type=large	Graham Jansen	https://stackoverflow.com/users/7533983/graham-jansen	TRUE	38		3	0	1574971518	1574971072		59095487		https://stackoverflow.com/questions/59095487/how-do-i-assign-a-variable-to-a-column-in-python-using-pandas	How do I assign a variable to a column in Python using Pandas	1
python;python-3.x;pandas	45	12313190	registered		https://lh3.googleusercontent.com/a-/AAuE7mDjL4Q2LSF72cVxATY28mK3cSZy7fiQfeo2DbV7sw=k-s128	n_lev	https://stackoverflow.com/users/12313190/n-lev	TRUE	22	59092477	1	2	1574956354	1574954460	1574955075	59091946		https://stackoverflow.com/questions/59091946/using-certain-conditions-to-find-certain-parts-of-a-dataframe	Using Certain Conditions to Find Certain Parts of a Dataframe	1
python;python-3.x;pandas	37	12007010	registered		https://www.gravatar.com/avatar/ab02ac6dc115edb7825cf8e5d913a2a5?s=128&d=identicon&r=PG&f=1	Rodrigosp96	https://stackoverflow.com/users/12007010/rodrigosp96	FALSE	37		2	0	1574942586	1574939796	1574940863	59087639		https://stackoverflow.com/questions/59087639/cannot-troubleshoot-the-reason-why-i-get-list-object-is-not-callable	Cannot troubleshoot the reason why I get &#39;list&#39; object is not callable	1
python;python-3.x;pandas	125	1328569	registered		https://www.gravatar.com/avatar/486c20581c595399cc51609e98efd3ff?s=128&d=identicon&r=PG	marj	https://stackoverflow.com/users/1328569/marj	FALSE	64		0	0	1574890755	1574883894	1574885107	59077478		https://stackoverflow.com/questions/59077478/removing-overlapping-identical-transactions-from-dataframe	Removing overlapping/identical transactions from dataframe	1
python;python-3.x;pandas	1	12447125	registered		https://www.gravatar.com/avatar/99c7624c76b4d9f1c5615d60fab06123?s=128&d=identicon&r=PG&f=1	jarabekg	https://stackoverflow.com/users/12447125/jarabekg	TRUE	26		1	0	1574874720	1574872812		59074800		https://stackoverflow.com/questions/59074800/creating-year-week-column-from-string-column-for-time-series-analysis-python	Creating year-week column from string column for time series analysis python	1
python;python-3.x;pandas	59	11518140	registered		https://www.gravatar.com/avatar/3669225183033ab25fff9a880dbf6cfc?s=128&d=identicon&r=PG&f=1	pyseo	https://stackoverflow.com/users/11518140/pyseo	TRUE	37	59072936	1	1	1574866583	1574866258		59072826		https://stackoverflow.com/questions/59072826/iterate-over-list-of-urls-and-replace-space-with-20	Iterate over list of urls and replace space with %20	1
python;python-3.x;pandas	490	8053370	registered		https://www.gravatar.com/avatar/4e0c830fd9d359b78e8fc0a643537998?s=128&d=identicon&r=PG	VictorGalisson	https://stackoverflow.com/users/8053370/victorgalisson	FALSE	44		1	1	1574854164	1574850456		59068033		https://stackoverflow.com/questions/59068033/keep-true-as-string-and-true-as-boolean-with-pandas-read-csv-function	Keep &#39;true&#39; as string and &#39;True&#39; as boolean with pandas read_csv function	1
python;python-3.x;pandas	61	5699604	registered		https://lh5.googleusercontent.com/-C8DLs-4_bq8/AAAAAAAAAAI/AAAAAAAAAEo/YRrCg_WNP0c/photo.jpg?sz=128	sagar jain	https://stackoverflow.com/users/5699604/sagar-jain	TRUE	2893		2	6	1574850391	1511319423	1530802878	47426089		https://stackoverflow.com/questions/47426089/python-del-vs-pandas-drop	python del vs pandas drop	1
python;python-3.x;pandas	11	11989075	registered		https://www.gravatar.com/avatar/cc925ef56984db0613427275639bea8a?s=128&d=identicon&r=PG&f=1	RG0107	https://stackoverflow.com/users/11989075/rg0107	FALSE	68		2	0	1574846898	1574320404	1574326800	58969204		https://stackoverflow.com/questions/58969204/saving-results-of-df-show	Saving results of df.show()	1
python;python-3.x;pandas	320	12275675	registered		https://lh5.googleusercontent.com/-YlJshnI-vfo/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdxboctGut4MxRQRfvxW5BBZITeSw/photo.jpg?sz=128	new coder	https://stackoverflow.com/users/12275675/new-coder	TRUE	39	59063977	2	0	1574835734	1574833958		59063841		https://stackoverflow.com/questions/59063841/checking-for-duplicate-data-in-pandas	Checking for duplicate data in pandas	1
python;python-3.x;pandas	3	12442832	registered		https://www.gravatar.com/avatar/694c7333a1de905f628fb40cc0600b09?s=128&d=identicon&r=PG&f=1	Allath	https://stackoverflow.com/users/12442832/allath	TRUE	25	59063550	1	0	1574832367	1574830474		59063220		https://stackoverflow.com/questions/59063220/typeerror-expected-string-or-bytes-like-object-while-trying-to-plot-data-from-a	TypeError: expected string or bytes-like object while trying to plot data from a dataframe	1
python;python-3.x;pandas	172	11995602	registered		https://www.gravatar.com/avatar/b175509629ef7c621b1deb90505f74d7?s=128&d=identicon&r=PG&f=1	wolfblitza	https://stackoverflow.com/users/11995602/wolfblitza	TRUE	29	59062528	1	0	1574825085	1574822232	1574822289	59062216		https://stackoverflow.com/questions/59062216/code-results-in-no-column-heading-but-i-want-to-add-total-sales	Code results in no column heading but I want to add &quot;Total Sales&quot;	1
python;python-3.x;pandas	45	4295825	registered		https://www.gravatar.com/avatar/38dc74f016c20aad8921a30783a0abb0?s=128&d=identicon&r=PG&f=1	drakedog	https://stackoverflow.com/users/4295825/drakedog	FALSE	28		0	0	1574781435	1574781435		59054012		https://stackoverflow.com/questions/59054012/pandas-advanced-multiindex	Pandas Advanced MultiIndex	1
python;python-3.x;pandas	9	12289180	registered		https://www.gravatar.com/avatar/f283a4b75ef76a98da927fe0c588af51?s=128&d=identicon&r=PG&f=1	lucas fernandes	https://stackoverflow.com/users/12289180/lucas-fernandes	TRUE	41	59051213	1	0	1574772850	1574771018	1574771707	59050928		https://stackoverflow.com/questions/59050928/how-to-display-only-the-head-of-the-columns-froma-csv-file-using-pandas-python	How to display only the head of the columns froma csv file using Pandas python	1
python;python-3.x;pandas	1	11927597	registered		https://lh5.googleusercontent.com/-lbN_XJWtgag/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfLJVj9gLq_RbgGsF47KzmkxOHisg/photo.jpg?sz=128	Aung Phone	https://stackoverflow.com/users/11927597/aung-phone	FALSE	48		2	-2	1574768685	1574585766	1574608913	59016071		https://stackoverflow.com/questions/59016071/cannot-print-data-from-csv-file	cannot print data from csv file	1
python;python-3.x;pandas	89	8795734	registered		https://www.gravatar.com/avatar/ba19d54eb8f2739d08f71030d241ba44?s=128&d=identicon&r=PG	Bharath_Raja	https://stackoverflow.com/users/8795734/bharath-raja	TRUE	31	59045892	1	1	1574755573	1574753683		59045845		https://stackoverflow.com/questions/59045845/can-i-get-an-extra-header-in-pandas-as-a-name-on-top-of-all-the-columns	Can I get an extra header in pandas as a name on top of all the columns	1
python;python-3.x;pandas	221	9712631	registered		https://www.gravatar.com/avatar/1eccaba939337a6f4b944930a1cb6926?s=128&d=identicon&r=PG&f=1	KirklandShawty	https://stackoverflow.com/users/9712631/kirklandshawty	FALSE	29		1	0	1574710566	1574433229	1574710566	58996391		https://stackoverflow.com/questions/58996391/returning-function-outputs-to-excel-pandas	Returning function outputs to excel pandas	1
python;python-3.x;pandas	1801	1761521	registered	69	https://www.gravatar.com/avatar/3bf9cdee52067928d3f9aa20b18a27b6?s=128&d=identicon&r=PG	spitfiredd	https://stackoverflow.com/users/1761521/spitfiredd	TRUE	27	59037892	2	1	1574709209	1574705706	1574709209	59037852		https://stackoverflow.com/questions/59037852/create-a-new-column-using-str-contains-and-where-the-condition-fails-set-it-to	"Create a new column using str.contains and where the condition fails, set it to null (NaN)"	1
python;python-3.x;pandas	566	7574199	registered	32	https://www.gravatar.com/avatar/01afa5c5875ad093c0193cbf16624bbb?s=128&d=identicon&r=PG&f=1	ganeshk	https://stackoverflow.com/users/7574199/ganeshk	TRUE	30	59026420	1	1	1574663858	1574660699	1574662127	59025864		https://stackoverflow.com/questions/59025864/not-able-to-store-the-multi-index-csv-file-using-pandas	Not able to store the multi-index csv file using pandas	1
python;python-3.x;pandas	39	9413910	registered		https://www.gravatar.com/avatar/0303c3edc379293b77a6f4f48a7913ce?s=128&d=identicon&r=PG&f=1	mae	https://stackoverflow.com/users/9413910/mae	TRUE	29		2	0	1574657429	1574656313	1574656503	59025289		https://stackoverflow.com/questions/59025289/how-to-filter-record-with-condition-blank-field-in-pandas	How to filter record with condition blank field in Pandas	1
python;python-3.x;pandas	33	11500955	registered		https://lh5.googleusercontent.com/-sDKoOSj4cH8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reIRaZfbNvdip4fGhD_Di5a9oLQqg/mo/photo.jpg?sz=128	Solomon Richberg	https://stackoverflow.com/users/11500955/solomon-richberg	TRUE	71	59022702	4	0	1574654579	1574630746	1574636008	59022574		https://stackoverflow.com/questions/59022574/how-to-take-items-in-an-index-as-columns-in-pandas	How to take items in an index as columns in pandas	1
python;python-3.x;pandas	1	12426448	registered		https://www.gravatar.com/avatar/d837a4da7b503b66d23569c6907678a6?s=128&d=identicon&r=PG&f=1	jvtji	https://stackoverflow.com/users/12426448/jvtji	FALSE	45		1	0	1574643774	1574640867		59023708		https://stackoverflow.com/questions/59023708/would-like-to-search-for-specific-word-number-inside-a-text-file	Would like to search for specific word/number inside a text file	1
python;python-3.x;pandas	27	11939595	registered		https://graph.facebook.com/2666416400038193/picture?type=large	Lisa Siurina	https://stackoverflow.com/users/11939595/lisa-siurina	FALSE	24		1	0	1574628887	1574628057	1574628887	59022199		https://stackoverflow.com/questions/59022199/getting-a-number-of-items-created-in-a-particular-year-in-pandas	Getting a number of items created in a particular year in Pandas	1
python;python-3.x;pandas	119	7547586	registered		https://lh5.googleusercontent.com/-rs8lisRKhmQ/AAAAAAAAAAI/AAAAAAAAUwc/lFjEKKPzh1I/photo.jpg?sz=128	therealnoobcoder	https://stackoverflow.com/users/7547586/therealnoobcoder	TRUE	36	59014086	1	0	1574561911	1574556278	1574559739	59013696		https://stackoverflow.com/questions/59013696/group-by-multiple-columns-and-split-by-month-year-grouping	Group by multiple columns and split by month/year grouping	1
python;python-3.x;pandas	17	11413949	registered		https://lh4.googleusercontent.com/-aorINLuDGHk/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdwYqWsaimWn_fsaAWrj_Xn-3qx7A/mo/photo.jpg?sz=128	Darak Dir	https://stackoverflow.com/users/11413949/darak-dir	TRUE	34	59011075	1	1	1574535446	1574501929	1574535446	59006318		https://stackoverflow.com/questions/59006318/will-pandas-read-excel-preserve-column-order	Will pandas.read_excel preserve column order?	1
python;python-3.x;pandas	1	12417435	registered		https://lh3.googleusercontent.com/a-/AAuE7mACfWlmGn7R1gHjwWUo1vHTFGv-g5p7lHUCSyevmw=k-s128	Austin Isakson	https://stackoverflow.com/users/12417435/austin-isakson	FALSE	33		0	0	1574444915	1574443070		58998943		https://stackoverflow.com/questions/58998943/how-can-i-access-the-raw-data-from-individual-data-frame-cells-using-pandas	How can I access the raw data from individual data frame cells using pandas?	1
python;python-3.x;pandas	1599	4694757	registered		https://i.stack.imgur.com/UOLpM.png?s=128&g=1	i_th	https://stackoverflow.com/users/4694757/i-th	TRUE	261	58978657	4	2	1574429929	1573665178	1574360708	58842298		https://stackoverflow.com/questions/58842298/what-is-the-fastest-and-the-best-way-to-get-a-specific-number-of-group-after-app	What is the fastest and the best way to get a specific number of group after applying groupby?	1
python;python-3.x;pandas	1	8980820	registered		https://www.gravatar.com/avatar/ce892fc220be019193f0e0587a5deacd?s=128&d=identicon&r=PG	user403165	https://stackoverflow.com/users/8980820/user403165	FALSE	34		0	-3	1574395396	1574395228	1574395396	58987295		https://stackoverflow.com/questions/58987295/how-can-i-optimize-my-python-code-in-this-case	How can I optimize my python code in this case?	1
python;python-3.x;pandas	25	12314453	registered		https://www.gravatar.com/avatar/c3619e8c3657f2c2cc1ee76bb8673d25?s=128&d=identicon&r=PG&f=1	hlbly	https://stackoverflow.com/users/12314453/hlbly	TRUE	21	58985862	2	0	1574384093	1574380513		58985512		https://stackoverflow.com/questions/58985512/how-to-update-apply-validation-to-pandas-columns	How to update/apply validation to pandas columns	1
python;python-3.x;pandas	2594	3277133	registered	88	https://www.gravatar.com/avatar/887c8d5491e0f4976fd0b261644f89ba?s=128&d=identicon&r=PG&f=1	RustyShackleford	https://stackoverflow.com/users/3277133/rustyshackleford	TRUE	37	58967478	2	1	1574312365	1574310279	1574311295	58967287		https://stackoverflow.com/questions/58967287/how-to-use-index-integer-in-if-statement-when-checking-if-index-integer-exists-i	How to use index integer in IF statement when checking if index integer exists in logic downstream?	1
python;python-3.x;pandas	1293	4430536	registered	98	https://www.gravatar.com/avatar/51713a7c5ebbdcb411bb821889591145?s=128&d=identicon&r=PG&f=1	Clauric	https://stackoverflow.com/users/4430536/clauric	TRUE	34		1	0	1574269733	1574182329	1574269733	58939152		https://stackoverflow.com/questions/58939152/rename-large-number-of-column-headers-in-dataframe	Rename large number of column headers in dataframe	1
python;python-3.x;pandas	10943	1497720	registered	41	https://www.gravatar.com/avatar/e7fb41c0ef8fc026892a668008b05098?s=128&d=identicon&r=PG	william007	https://stackoverflow.com/users/1497720/william007	FALSE	66		2	1	1574268066	1574257606	1574261387	58955865		https://stackoverflow.com/questions/58955865/left-join-of-date-with-start-and-end-date-of-another-table	Left join of date with start and end date of another table	1
python;python-3.x;pandas	142	5231306	registered	79	https://www.gravatar.com/avatar/4ef5ff363f7526feb5f70befa0782612?s=128&d=identicon&r=PG&f=1	Raptor776	https://stackoverflow.com/users/5231306/raptor776	TRUE	24	58957388	1	1	1574262085	1574261794		58957268		https://stackoverflow.com/questions/58957268/sort-values-in-a-pandas-dataframe-using-the-python-sort-function	Sort values in a Pandas DataFrame using the python sort function	1
python;python-3.x;pandas	79	11079456	registered		https://lh6.googleusercontent.com/-iGcbOu8EO7c/AAAAAAAAAAI/AAAAAAAAGOI/7Z9fZcJQGa4/photo.jpg?sz=128	Saurabh 	https://stackoverflow.com/users/11079456/saurabh	TRUE	63		1	2	1574255339	1574246998	1574255339	58952556		https://stackoverflow.com/questions/58952556/replacing-for-loop-with-pandas	Replacing for loop with pandas	1
python;python-3.x;pandas	328	8568110	registered	60	https://www.gravatar.com/avatar/3d11a19c5bd927ec80a91f3de1ec3b64?s=128&d=identicon&r=PG&f=1	James	https://stackoverflow.com/users/8568110/james	FALSE	19		1	0	1574241961	1574239350	1574239544	58950013		https://stackoverflow.com/questions/58950013/create-time-bins-based-on-12-hour-format-as-columns-in-pandas	create time bins based on 12 hour format as columns in pandas	1
python;python-3.x;pandas	1794	5868293	registered	86	https://www.gravatar.com/avatar/b2f50200b7ec328448e41b3615504a49?s=128&d=identicon&r=PG&f=1	quant	https://stackoverflow.com/users/5868293/quant	TRUE	38	58934931	3	0	1574169109	1574160027	1574161302	58932102		https://stackoverflow.com/questions/58932102/how-do-groupby-with-part-of-column-name-dcast-and-revalue-at-the-same-time-in-p	"How do groupby with part of column name, dcast and revalue at the same time in pandas dataframe"	1
python;python-3.x;pandas	10943	1497720	registered	41	https://www.gravatar.com/avatar/e7fb41c0ef8fc026892a668008b05098?s=128&d=identicon&r=PG	william007	https://stackoverflow.com/users/1497720/william007	FALSE	55		3	1	1574150323	1574143911	1574150323	58927686		https://stackoverflow.com/questions/58927686/left-join-using-start-and-end-date	Left join using start and end date	1
python;python-3.x;pandas	31	7320236	registered		https://www.gravatar.com/avatar/1846a46e1eee00cb1ed30fcbc2f63a4b?s=128&d=identicon&r=PG&f=1	Venugopal Ibharampur	https://stackoverflow.com/users/7320236/venugopal-ibharampur	FALSE	18		0	0	1574139190	1574138768	1574139190	58926812		https://stackoverflow.com/questions/58926812/how-to-know-the-python-object-size	How to know the python object size	1
